,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-546960000.0,79223000.0,-94012000.0,-461123000.0,119491000.0,,
Repurchase Of Capital Stock,36000.0,-36000.0,,,-114000.0,0.0,
Repayment Of Debt,-33836000.0,-19964000.0,-415532000.0,-275921000.0,-37202000.0,,
Issuance Of Debt,371000000.0,76035000.0,400000000.0,465000000.0,0.0,,
Issuance Of Capital Stock,894000.0,-894000.0,-1929000.0,-1439000.0,607172000.0,,
Capital Expenditure,,,-166210000.0,,,,-188638000.0
End Cash Position,1535051000.0,855590000.0,851148000.0,1035713000.0,932773000.0,,
Beginning Cash Position,855590000.0,851334000.0,1035713000.0,932773000.0,409969000.0,,
Changes In Cash,679460000.0,4256000.0,-184565000.0,102940000.0,522804000.0,,
Financing Cash Flow,315153000.0,40343000.0,-44576000.0,174012000.0,557026000.0,,
Net Other Financing Charges,-9708000.0,-2363000.0,-15983000.0,-3918000.0,-1308000.0,,
Net Common Stock Issuance,930000.0,-930000.0,-1929000.0,-1325000.0,607058000.0,,
Common Stock Payments,36000.0,-36000.0,,,-114000.0,0.0,
Common Stock Issuance,894000.0,-894000.0,-1929000.0,-1439000.0,607172000.0,,
Net Issuance Payments Of Debt,337164000.0,56071000.0,-15532000.0,189079000.0,-37202000.0,,
Net Long Term Debt Issuance,337164000.0,56071000.0,-15532000.0,189079000.0,-37202000.0,,
Long Term Debt Payments,-33836000.0,-19964000.0,-415532000.0,-275921000.0,-37202000.0,,
Long Term Debt Issuance,371000000.0,76035000.0,400000000.0,465000000.0,0.0,,
Investing Cash Flow,911267000.0,-115310000.0,-212187000.0,-74715000.0,-153713000.0,,
Net Other Investing Changes,804050000.0,-169723000.0,,,-211567000.0,-114539000.0,
Dividends Received Cfi,,0.0,,,,155000.0,
Net Investment Purchase And Sale,114170000.0,54413000.0,-18072000.0,64069000.0,58009000.0,,
Sale Of Investment,,54413000.0,,,,,
Purchase Of Investment,,,,,,-24012000.0,
Net Business Purchase And Sale,,,-27905000.0,-124000.0,-114000.0,0.0,-170687000.0
Sale Of Business,,,,,,0.0,990000.0
Purchase Of Business,,,-30060000.0,-124000.0,,,
Net PPE Purchase And Sale,,,-166210000.0,,,,-188638000.0
Purchase Of PPE,,,-166210000.0,,,,-188638000.0
Operating Cash Flow,-546960000.0,79223000.0,72198000.0,3643000.0,119491000.0,,
Taxes Refund Paid,-10698000.0,-12005000.0,-7869000.0,630000.0,-10501000.0,,
Interest Paid Cfo,-54686000.0,-21976000.0,-58672000.0,-61129000.0,-58956000.0,,
Change In Working Capital,-659818000.0,-27917000.0,7472000.0,-81413000.0,47196000.0,,
Change In Other Current Assets,-11540000.0,-22039000.0,938000.0,-1906000.0,7188000.0,,
Change In Accrued Expense,18192000.0,3826000.0,-8860000.0,2083000.0,4995000.0,,
Change In Payable,-457036000.0,40046000.0,802000.0,-45825000.0,70290000.0,,
Change In Prepaid Assets,,,-5593000.0,-2165000.0,,,16745000.0
Change In Receivables,-27387000.0,-49750000.0,20185000.0,-33600000.0,-33680000.0,,
Other Non Cash Items,88843000.0,65976000.0,81935000.0,75742000.0,63950000.0,,
Provisionand Write Offof Assets,8866000.0,5929000.0,-17933000.0,442000.0,3022000.0,,
Deferred Tax,-125000.0,-2661000.0,-1403000.0,-1557000.0,-504000.0,,
Depreciation And Amortization,57892000.0,51389000.0,44967000.0,44612000.0,42936000.0,,
Depreciation,57892000.0,51389000.0,44967000.0,44612000.0,42936000.0,,
Gain Loss On Investment Securities,,,483000.0,709000.0,,,
Net Foreign Currency Exchange Gain Loss,43000.0,788000.0,-500000.0,-169000.0,992000.0,,
Net Income From Continuing Operations,6351000.0,22622000.0,23420000.0,27342000.0,26757000.0,,
