,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-90168692.4,-2461260.0,0.0,0.0,,
Tax Rate For Calcs,0.199917,0.2421,0.34,0.34,0.259725,,
Normalized EBITDA,1841879000.0,1878946000.0,1281803000.0,1579227000.0,1477823000.0,,
Total Unusual Items,,-372444000.0,-7239000.0,,,-559412000.0,634528000.0
Total Unusual Items Excluding Goodwill,,-372444000.0,-7239000.0,,,-559412000.0,634528000.0
Net Income From Continuing Operation Net Minority Interest,135650000.0,124513000.0,102346000.0,69955000.0,67596000.0,,
Reconciled Depreciation,671564000.0,650586000.0,639359000.0,624564000.0,593733000.0,,
Reconciled Cost Of Revenue,2329709000.0,2443541000.0,2415236000.0,2547693000.0,2524221000.0,,
EBITDA,1841879000.0,1506502000.0,1274564000.0,1579227000.0,1477823000.0,,
EBIT,1170315000.0,855916000.0,635205000.0,954663000.0,884090000.0,,
Net Interest Income,-845634000.0,-756926000.0,-609142000.0,-795318000.0,-694079000.0,,
Interest Expense,1000770000.0,691620000.0,548434000.0,895889000.0,792778000.0,,
Interest Income,155136000.0,9641000.0,6023000.0,100571000.0,98699000.0,,
Normalized Income,135650000.0,406788307.6,107123740.0,69955000.0,67596000.0,,
Net Income From Continuing And Discontinued Operation,135650000.0,124513000.0,102346000.0,69955000.0,67596000.0,,
Total Expenses,2750011000.0,2862566000.0,2837465000.0,2911751000.0,2893614000.0,,
Total Operating Income As Reported,-420942000.0,-419025000.0,-393047000.0,-364058000.0,-369393000.0,,
Diluted Average Shares,404162922.0,347524195.0,,348251678.0,351427701.0,362657369.0,
Basic Average Shares,404162922.0,346611871.0,,348251678.0,351427701.0,362649673.0,
Diluted EPS,0.335632,0.358312,,0.200875,0.192347,0.216393,
Basic EPS,0.335632,0.359192,,0.200875,0.192347,0.216393,
Diluted NI Availto Com Stockholders,135650000.0,124513000.0,102346000.0,69955000.0,67596000.0,,
Net Income Common Stockholders,135650000.0,124513000.0,102346000.0,69955000.0,67596000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,135650000.0,124513000.0,102346000.0,69955000.0,67596000.0,,
Net Income Including Noncontrolling Interests,135650000.0,124513000.0,102346000.0,69955000.0,67596000.0,,
Net Income Continuous Operations,135650000.0,124513000.0,102346000.0,69955000.0,67596000.0,,
Tax Provision,33895000.0,39783000.0,-15575000.0,-11181000.0,23716000.0,,
Pretax Income,169545000.0,164296000.0,86771000.0,58774000.0,91312000.0,,
Net Non Operating Interest Income Expense,-845634000.0,-756926000.0,-609142000.0,-795318000.0,-694079000.0,,
Total Other Finance Cost,,74947000.0,66731000.0,,,73554000.0,48049000.0
Interest Expense Non Operating,1000770000.0,691620000.0,548434000.0,895889000.0,792778000.0,,
Interest Income Non Operating,155136000.0,9641000.0,6023000.0,100571000.0,98699000.0,,
Operating Income,1015819000.0,918079000.0,821510000.0,854092000.0,785391000.0,,
Operating Expense,420302000.0,419025000.0,422229000.0,364058000.0,369393000.0,,
Other Operating Expenses,82157000.0,77531000.0,97319000.0,48556000.0,55784000.0,,
Selling General And Administration,338145000.0,341494000.0,324910000.0,315502000.0,313609000.0,,
Selling And Marketing Expense,173987000.0,182314000.0,169384000.0,174750000.0,163301000.0,,
General And Administrative Expense,164158000.0,159180000.0,155526000.0,140752000.0,150308000.0,,
Gross Profit,1436121000.0,1337104000.0,1243739000.0,1218150000.0,1154784000.0,,
Cost Of Revenue,2329709000.0,2443541000.0,2415236000.0,2547693000.0,2524221000.0,,
Total Revenue,3765830000.0,3780645000.0,3658975000.0,3765843000.0,3679005000.0,,
Operating Revenue,3765830000.0,3780645000.0,3658975000.0,3765843000.0,3679005000.0,,
