,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-109468000.0,449935000.0,29532000.0,818916000.0,-163050000.0,,
Repurchase Of Capital Stock,0.0,0.0,0.0,-17006000.0,0.0,,
Repayment Of Debt,-65244000.0,-275126000.0,-134150000.0,-227242000.0,-90477000.0,,
Issuance Of Debt,3639000.0,78212000.0,208843000.0,152812000.0,3819000.0,,
Issuance Of Capital Stock,,,12934000.0,,,,734000.0
Capital Expenditure,-162223000.0,-219609000.0,-1100145000.0,,-255594000.0,-355847000.0,
End Cash Position,1631590000.0,1984238000.0,1801712000.0,-481274000.0,1027777000.0,,
Beginning Cash Position,1984238000.0,1801712000.0,,,1520551000.0,1664167000.0,698687000.0
Changes In Cash,-352648000.0,182526000.0,618819000.0,155116000.0,-492774000.0,,
Financing Cash Flow,-271387000.0,-340890000.0,-359950000.0,-75197000.0,-213538000.0,,
Net Other Financing Charges,-51675000.0,-772000.0,-158259000.0,156200000.0,-15066000.0,,
Interest Paid Cff,,,-145544000.0,,,,
Net Common Stock Issuance,0.0,0.0,12934000.0,-17006000.0,0.0,,
Common Stock Payments,0.0,0.0,0.0,-17006000.0,0.0,,
Common Stock Issuance,,,12934000.0,,,,734000.0
Net Issuance Payments Of Debt,-61605000.0,-196914000.0,74693000.0,-74430000.0,-86658000.0,,
Net Long Term Debt Issuance,-61605000.0,-196914000.0,74693000.0,-74430000.0,-86658000.0,,
Long Term Debt Payments,-65244000.0,-275126000.0,-134150000.0,-227242000.0,-90477000.0,,
Long Term Debt Issuance,3639000.0,78212000.0,208843000.0,152812000.0,3819000.0,,
Investing Cash Flow,-134016000.0,-146128000.0,-150908000.0,-22154000.0,-371780000.0,,
Net Investment Purchase And Sale,,,116408000.0,74693000.0,-10665000.0,0.0,-23840000.0
Sale Of Investment,,,0.0,193136000.0,0.0,0.0,66000.0
Purchase Of Investment,,,116408000.0,-118443000.0,,,
Net Business Purchase And Sale,0.0,0.0,-22584000.0,116408000.0,-116408000.0,,
Purchase Of Business,0.0,0.0,-22584000.0,116408000.0,-116408000.0,,
Net Intangibles Purchase And Sale,-4158000.0,-20889000.0,15252000.0,-34293000.0,-6930000.0,,
Purchase Of Intangibles,-4158000.0,-20889000.0,15252000.0,-34293000.0,-6930000.0,,
Net PPE Purchase And Sale,-129858000.0,-125239000.0,-1139345000.0,700399000.0,-237777000.0,,
Sale Of PPE,28207000.0,73481000.0,-23948000.0,99657000.0,10887000.0,,
Purchase Of PPE,-158065000.0,-198720000.0,,,-248664000.0,-352078000.0,
Operating Cash Flow,52755000.0,669544000.0,1129677000.0,252467000.0,92544000.0,,
Taxes Refund Paid,-38686000.0,-21417000.0,-120149000.0,-45855000.0,-87052000.0,,
Interest Paid Cfo,-44665000.0,-55312000.0,-8913000.0,-42698000.0,-11788000.0,,
Change In Working Capital,-388728000.0,25376000.0,753631000.0,-209784000.0,-638389000.0,,
Change In Other Current Liabilities,,,43165000.0,-28093000.0,,,187774000.0
Change In Other Current Assets,-47230000.0,-68952000.0,-38437000.0,-13318000.0,-51961000.0,,
Change In Payable,104166000.0,187577000.0,286405000.0,69835000.0,-404693000.0,,
Change In Inventory,-516115000.0,-54812000.0,548159000.0,-122715000.0,114961000.0,,
Change In Receivables,-35472000.0,25148000.0,-232293000.0,-498577000.0,-194394000.0,,
Other Non Cash Items,218537000.0,209620000.0,276800000.0,197402000.0,155173000.0,,
Provisionand Write Offof Assets,26807000.0,54009000.0,-63975000.0,-254066000.0,95138000.0,,
Depreciation And Amortization,177690000.0,158449000.0,159044000.0,162165000.0,113093000.0,,
Depreciation,177690000.0,158449000.0,159044000.0,162165000.0,113093000.0,,
Gain Loss On Sale Of PPE,-6522000.0,-11936000.0,-13454000.0,-645000.0,-899000.0,,
Net Income From Continuing Operations,256619000.0,162458000.0,146693000.0,445948000.0,453343000.0,,
