,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-822000.0,-524000.0,-2135000.0,-3885000.0,-3177000.0,,
Total Unusual Items,,0.0,,,,0.0,
Total Unusual Items Excluding Goodwill,,0.0,,,,0.0,
Net Income From Continuing Operation Net Minority Interest,-2902000.0,-2716000.0,-5282000.0,-4974000.0,-4587000.0,,
Reconciled Depreciation,0.0,0.0,0.0,0.0,-1349000.0,,
Reconciled Cost Of Revenue,2000.0,0.0,29000.0,266000.0,359000.0,,
EBITDA,-822000.0,-524000.0,-2135000.0,-3885000.0,-3177000.0,,
EBIT,-822000.0,-524000.0,-2135000.0,-3885000.0,-3177000.0,,
Net Interest Income,-2080000.0,-2192000.0,-2876000.0,-1094000.0,-1416000.0,,
Interest Expense,2080000.0,2192000.0,3142000.0,1094000.0,1416000.0,,
Interest Income,,,266000.0,0.0,0.0,0.0,-2000.0
Normalized Income,-2902000.0,-2716000.0,-5282000.0,-4974000.0,-4587000.0,,
Net Income From Continuing And Discontinued Operation,-2902000.0,-2716000.0,-5282000.0,-4974000.0,-4587000.0,,
Total Expenses,825000.0,525000.0,1709000.0,4188000.0,3552000.0,,
Diluted Average Shares,127289176.0,127272727.0,,127155365.0,127289176.0,127289176.0,
Basic Average Shares,127289176.0,127272727.0,,127155365.0,127289176.0,127289176.0,
Diluted EPS,-0.0908,-0.02134,,-0.039118,-0.1443,-0.07853,
Basic EPS,-0.0908,-0.02134,,-0.039118,-0.1443,-0.07853,
Diluted NI Availto Com Stockholders,-2902000.0,-2716000.0,-5282000.0,-4974000.0,-4587000.0,,
Net Income Common Stockholders,-2902000.0,-2716000.0,-5282000.0,-4974000.0,-4587000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,-2902000.0,-2716000.0,-5282000.0,-4974000.0,-4587000.0,,
Minority Interests,0.0,,-5000.0,5000.0,6000.0,0.0,
Net Income Including Noncontrolling Interests,-2902000.0,-2716000.0,-5277000.0,-4979000.0,-4593000.0,,
Net Income Continuous Operations,-2902000.0,-2716000.0,-5277000.0,-4979000.0,-4593000.0,,
Pretax Income,-2902000.0,-2716000.0,-5277000.0,-4979000.0,-4593000.0,,
Special Income Charges,,0.0,,,,0.0,
Write Off,,0.0,,,,0.0,
Net Non Operating Interest Income Expense,-2080000.0,-2192000.0,-2876000.0,-1094000.0,-1416000.0,,
Interest Expense Non Operating,2080000.0,2192000.0,3142000.0,1094000.0,1416000.0,,
Interest Income Non Operating,,,266000.0,0.0,0.0,0.0,-2000.0
Operating Income,-822000.0,-525000.0,-1783000.0,-3885000.0,-3177000.0,,
Operating Expense,823000.0,525000.0,1680000.0,3922000.0,3193000.0,,
Other Operating Expenses,354000.0,,4054000.0,18421000.0,2640000.0,,4530000.0
Depreciation And Amortization In Income Statement,,0.0,,,,0.0,
Depreciation Income Statement,,0.0,,,,0.0,
Selling General And Administration,469000.0,401000.0,-1220000.0,520000.0,1180000.0,,
Selling And Marketing Expense,0.0,0.0,-618000.0,70000.0,120000.0,,
General And Administrative Expense,469000.0,401000.0,-602000.0,450000.0,1060000.0,,
Gross Profit,1000.0,0.0,-103000.0,37000.0,16000.0,,
Cost Of Revenue,2000.0,0.0,29000.0,266000.0,359000.0,,
Total Revenue,3000.0,0.0,-74000.0,303000.0,375000.0,,
Operating Revenue,3000.0,0.0,-74000.0,303000.0,375000.0,,
