,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.1035,0.0994,0.111657,0.1096,0.111913,,
Total Unusual Items,,,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,1159950000.0,1150278000.0,1071979000.0,1140754000.0,1028408000.0,,
EBIT,,1281085000.0,,,,1181814000.0,
Net Interest Income,45122000.0,28825000.0,57878000.0,50985000.0,45526000.0,,
Interest Expense,,685000.0,,,,450000.0,
Interest Income,,0.0,,,,0.0,2558000.0
Normalized Income,1159950000.0,1150278000.0,1071979000.0,1140754000.0,1028408000.0,,
Net Income From Continuing And Discontinued Operation,1159950000.0,1150278000.0,1071979000.0,1140754000.0,1028408000.0,,
Total Expenses,-681727000.0,-659871000.0,-584285000.0,-648505000.0,-572920000.0,,
Diluted Average Shares,3000000000.0,3000000000.0,2897297297.0,3000000000.0,3000000000.0,,
Basic Average Shares,3000000000.0,3000000000.0,2897297297.0,3000000000.0,3000000000.0,,
Diluted EPS,0.38665,0.38343,0.37,0.38025,0.3428,,
Basic EPS,0.38665,0.38343,0.37,0.38025,0.3428,,
Diluted NI Availto Com Stockholders,1159950000.0,1150278000.0,1071979000.0,1140754000.0,1028408000.0,,
Net Income Common Stockholders,1159950000.0,1150278000.0,1071979000.0,1140754000.0,1028408000.0,,
Net Income,1159950000.0,1150278000.0,1071979000.0,1140754000.0,1028408000.0,,
Net Income Including Noncontrolling Interests,1159950000.0,1150278000.0,1071979000.0,1140754000.0,1028408000.0,,
Net Income Continuous Operations,1159950000.0,1150278000.0,1071979000.0,1140754000.0,1028408000.0,,
Tax Provision,137093000.0,130122000.0,134738000.0,142950000.0,129596000.0,,
Pretax Income,1297043000.0,1280400000.0,1206717000.0,1283704000.0,1158004000.0,,
Other Income Expense,41548000.0,41891000.0,60846000.0,42755000.0,43266000.0,,
Special Income Charges,,,,,,,0.0
Other Special Charges,,,,,,,0.0
Net Non Operating Interest Income Expense,45122000.0,28825000.0,57878000.0,50985000.0,45526000.0,,
Total Other Finance Cost,-45122000.0,-29510000.0,-57349000.0,-50985000.0,-45526000.0,,
Interest Expense Non Operating,,685000.0,,,,450000.0,
Interest Income Non Operating,,0.0,,,,0.0,2558000.0
Other Operating Expenses,78358000.0,79266000.0,84771000.0,84477000.0,74323000.0,,
Selling General And Administration,9857000.0,11338000.0,11132000.0,11404000.0,7866000.0,,
General And Administrative Expense,9857000.0,11338000.0,11132000.0,11404000.0,7866000.0,,
Total Revenue,615316000.0,620529000.0,622432000.0,635199000.0,585084000.0,,
Operating Revenue,615316000.0,620529000.0,622432000.0,635199000.0,585084000.0,,
